# path|token|owner|date|reason
# Exact historical exceptions only. Wildcard paths and wildcard token entries are rejected by migration_guard.py.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/team/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/test-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round3/.codex/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/PRD.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/epics.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/investigation-notes.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/product-brief.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/project-context.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/qa-report.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/stories/story-001.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/contracts/tech-spec.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/folder-structure.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/folder-structure.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/folder-structure.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/native-support-skills.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/parallelism-rules.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/round2-changelog.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/docs/round2-changelog.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/references/api-integration.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/references/data-persistence.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/references/dependency-management.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/references/project-architecture.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/references/testing-patterns.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.ai-kit/state/team-board.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/analyst/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/api-integration/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/architect/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/bootstrap/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/brainstorm-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/cook/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/data-persistence/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/debug-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/dependency-management/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/developer/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/plan-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/pm/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/project-architecture/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/qa-governor/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/review-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/scout-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/scrum-master/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/team/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/test-hub/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/testing-patterns/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/gauntlet-runs/discipline-utilities-v1/tmp/round4/.codex/skills/workflow-router/SKILL.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/migration-order.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/migration-order.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/migration-order.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/migration-order.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-ai-kit-migration-matrix.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-ai-kit-migration-matrix.md|.python-kit-prompts|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-ai-kit-migration-matrix.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-ai-kit-migration-matrix.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-ai-kit-migration-matrix.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-cycle.md|.python-kit-prompts|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-cycle.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-cycle.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-log.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-log.md|.python-kit-prompts|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-log.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-compatibility-log.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-gsd-flow-matrix.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-migration-timeline.txt|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-migration-timeline.txt|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-migration-timeline.txt|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-migration-timeline.txt|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-phase3-cutover-log.md|.python-kit-prompts|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-phase3-cutover-log.md|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-phase3-cutover-log.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/relay-kit-upgrade-backlog.md|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/round2-changelog.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/round3-design.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/round3-design.md|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
docs/round4-design.md|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
pyproject.toml|ai_kit_v3|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
scripts/summarize_compat_cycle.py|python_kit.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
scripts/summarize_compat_cycle.py|python_kit_legacy.py|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
tests/test_namespace_cutover.py|.ai-kit|runtime-migration|2026-04-24|Historical compatibility artifact retained for cutover evidence.
